lemma,translation,iew_reference,author,category,innovation,pie_stem,branch,language_form_and_translation,notes
*tetk̑-{1},"‘erzeugen, herstellen’",IEW 1058-9,R. L.,root aorist,0,*tétk̑-/tetk̑-{2},Iranian,[aav. jav. tašat̰ ‘hat gebildet’,"notes: {1} *tetk̑- (traditionell *tek̑þ-) abstrahiert aus einem uridg. zum Wurzelaor. umgedeuteten Primärstamm *tétk̑-, der auf einen voruridg. von *tek̑-‘zeugen, gebären’ gebildeten redupl. Aor. **te-tk̑- zurückgeht; dieser hatte urspr. resultativ-terminative Funktion (vgl. BENDAHMAN 246-7): ‘er-zeugen’ → ‘(handwerklich) herstellen, produzieren’; durch diese semant. Differenzierung wurde die paradigmat. Ausgliederung des Aor. und die Abstraktion einer Neowurzel ermöglicht (vgl. das davon gebildete Nomen agentis *tétk̑-on- m. ‘Hersteller, Handwerker’ > ved. tákṣaṇ- ‘Zimmermann’, av. tašan- ‘Schöpfer, Bildner’, gr. τέκτων ‘Handwerker, Zimmermann’); s. LIPP 4.8.2.2. Zur Interpretation als urspr. Reduplikationsform einer Wurzel *tek̑-, jedoch mit jeweils anderer morpholog. Einordnung s. BRANDENSTEIN, Glotta 25 (1936) 29; RIX bei HARÐARSON 2912. Aus lautlichen Gründen von *tetk̑- zu trennen sind heth. taks-, ap. ham-taxša-, arm. hiwsem, lat. texere und mhd. dehsen, s. 2.*tek- ‘weben, flechten’. – {2} Zur Genese des Wurzelaor. *tétk̑- aus einem voruridg. redupl. Aor. von *tek̑- ‘zeugen, gebären’ s. Anm. 1. Iir. Lautentwicklung (idg. k̑ > iir. palato-alveolare Affrikate č = /]/ gegenüber k/kʷ e, i, i̯ > iir. präpalatale Affrikate c, s. Anm. 4 zu *kʷek̑-): idg. *tetk̑- > iir. *tatč- > *tatš- (postokklusive Affrikatenvereinfachung, s. Anm. 7 zu *kʷek̑-) > indoar. *taṭṣ- > ved. takṣ- (zu ṭṣ > kṣ s. Lit. in Anm. 2 zu *tk̑ei̯-); uriran. *tač- (č < iir. *tš infolge Monophthongierung homorganer Obstruentengruppen) > av. taš-; s. LIPP 4.8.2.2. Im Iir. thematisiert zu *tatč-a-."
*tetk̑-{1},"‘erzeugen, herstellen’",IEW 1058-9,R. L.,acrodynamic root present,0,*tḗtk̑-/tétk̑-{4},Indic,"ved. tāṣṭi ‘zimmert, schafft, verfertigt’, 3p tákṣati","notes: {1} *tetk̑- (traditionell *tek̑þ-) abstrahiert aus einem uridg. zum Wurzelaor. umgedeuteten Primärstamm *tétk̑-, der auf einen voruridg. von *tek̑-‘zeugen, gebären’ gebildeten redupl. Aor. **te-tk̑- zurückgeht; dieser hatte urspr. resultativ-terminative Funktion (vgl. BENDAHMAN 246-7): ‘er-zeugen’ → ‘(handwerklich) herstellen, produzieren’; durch diese semant. Differenzierung wurde die paradigmat. Ausgliederung des Aor. und die Abstraktion einer Neowurzel ermöglicht (vgl. das davon gebildete Nomen agentis *tétk̑-on- m. ‘Hersteller, Handwerker’ > ved. tákṣaṇ- ‘Zimmermann’, av. tašan- ‘Schöpfer, Bildner’, gr. τέκτων ‘Handwerker, Zimmermann’); s. LIPP 4.8.2.2. Zur Interpretation als urspr. Reduplikationsform einer Wurzel *tek̑-, jedoch mit jeweils anderer morpholog. Einordnung s. BRANDENSTEIN, Glotta 25 (1936) 29; RIX bei HARÐARSON 2912. Aus lautlichen Gründen von *tetk̑- zu trennen sind heth. taks-, ap. ham-taxša-, arm. hiwsem, lat. texere und mhd. dehsen, s. 2.*tek- ‘weben, flechten’. – {4} Iterativ-durativ ‘zusammenbauen, zimmern’, Oppositionspräsens zum Wurzelaor.; vgl. KÜMMEL, l.c."
*tetk̑-{1},"‘erzeugen, herstellen’",IEW 1058-9,R. L.,acrodynamic root present,0,*tḗtk̑-/tétk̑-{4},Iranian,"aav. tāšt ‘bildet(e)’, jav. auui … tāšti ‘zerlegt’{5}","notes: {1} *tetk̑- (traditionell *tek̑þ-) abstrahiert aus einem uridg. zum Wurzelaor. umgedeuteten Primärstamm *tétk̑-, der auf einen voruridg. von *tek̑-‘zeugen, gebären’ gebildeten redupl. Aor. **te-tk̑- zurückgeht; dieser hatte urspr. resultativ-terminative Funktion (vgl. BENDAHMAN 246-7): ‘er-zeugen’ → ‘(handwerklich) herstellen, produzieren’; durch diese semant. Differenzierung wurde die paradigmat. Ausgliederung des Aor. und die Abstraktion einer Neowurzel ermöglicht (vgl. das davon gebildete Nomen agentis *tétk̑-on- m. ‘Hersteller, Handwerker’ > ved. tákṣaṇ- ‘Zimmermann’, av. tašan- ‘Schöpfer, Bildner’, gr. τέκτων ‘Handwerker, Zimmermann’); s. LIPP 4.8.2.2. Zur Interpretation als urspr. Reduplikationsform einer Wurzel *tek̑-, jedoch mit jeweils anderer morpholog. Einordnung s. BRANDENSTEIN, Glotta 25 (1936) 29; RIX bei HARÐARSON 2912. Aus lautlichen Gründen von *tetk̑- zu trennen sind heth. taks-, ap. ham-taxša-, arm. hiwsem, lat. texere und mhd. dehsen, s. 2.*tek- ‘weben, flechten’. – {4} Iterativ-durativ ‘zusammenbauen, zimmern’, Oppositionspräsens zum Wurzelaor.; vgl. KÜMMEL, l.c. – {5} Idg. 3s *tḗtk̑-t(i) > iir. *tā́tč-t(i) > *tā́tš-t(i) > (Dissimilation) *tā́št(i) > ved. tāṣṭi, aav. tāšt, jav. tāšti; idg. 3p *tétk̑-n̥ti > iir. *tátč-ati > *tátšati > indoar. *táṭṣati > ved. tákṣati; zum iir. Palatalwandel s.o. Anm. 2."
*tetk̑-{1},"‘erzeugen, herstellen’",IEW 1058-9,R. L.,acrodynamic root present,0,*tḗtk̑-/tétk̑-{4},Baltic,"[lett. tešu, (tèst) ‘behauen’{6}","notes: {1} *tetk̑- (traditionell *tek̑þ-) abstrahiert aus einem uridg. zum Wurzelaor. umgedeuteten Primärstamm *tétk̑-, der auf einen voruridg. von *tek̑-‘zeugen, gebären’ gebildeten redupl. Aor. **te-tk̑- zurückgeht; dieser hatte urspr. resultativ-terminative Funktion (vgl. BENDAHMAN 246-7): ‘er-zeugen’ → ‘(handwerklich) herstellen, produzieren’; durch diese semant. Differenzierung wurde die paradigmat. Ausgliederung des Aor. und die Abstraktion einer Neowurzel ermöglicht (vgl. das davon gebildete Nomen agentis *tétk̑-on- m. ‘Hersteller, Handwerker’ > ved. tákṣaṇ- ‘Zimmermann’, av. tašan- ‘Schöpfer, Bildner’, gr. τέκτων ‘Handwerker, Zimmermann’); s. LIPP 4.8.2.2. Zur Interpretation als urspr. Reduplikationsform einer Wurzel *tek̑-, jedoch mit jeweils anderer morpholog. Einordnung s. BRANDENSTEIN, Glotta 25 (1936) 29; RIX bei HARÐARSON 2912. Aus lautlichen Gründen von *tetk̑- zu trennen sind heth. taks-, ap. ham-taxša-, arm. hiwsem, lat. texere und mhd. dehsen, s. 2.*tek- ‘weben, flechten’. – {4} Iterativ-durativ ‘zusammenbauen, zimmern’, Oppositionspräsens zum Wurzelaor.; vgl. KÜMMEL, l.c. – {6} < *tes-ja- < urbalt. *teš-ja- ← Pl. *tétk̑-. Die zirkumflektierte Dehnstufe im Inf. stammt vermutlich aus dem Prät. tèsu (zum Typ vgl. STANG, Gramm. 389-91); Präs. nach dem Inf. auch tèšu, Inf. nach dem Präs. auch test (M. K.)."
*tetk̑-{1},"‘erzeugen, herstellen’",IEW 1058-9,R. L.,acrodynamic root present,0,*tḗtk̑-/tétk̑-{4},Slavic,"[aksl. (+) tešǫ, (tesati) ‘hauen, fällen’{7}","notes: {1} *tetk̑- (traditionell *tek̑þ-) abstrahiert aus einem uridg. zum Wurzelaor. umgedeuteten Primärstamm *tétk̑-, der auf einen voruridg. von *tek̑-‘zeugen, gebären’ gebildeten redupl. Aor. **te-tk̑- zurückgeht; dieser hatte urspr. resultativ-terminative Funktion (vgl. BENDAHMAN 246-7): ‘er-zeugen’ → ‘(handwerklich) herstellen, produzieren’; durch diese semant. Differenzierung wurde die paradigmat. Ausgliederung des Aor. und die Abstraktion einer Neowurzel ermöglicht (vgl. das davon gebildete Nomen agentis *tétk̑-on- m. ‘Hersteller, Handwerker’ > ved. tákṣaṇ- ‘Zimmermann’, av. tašan- ‘Schöpfer, Bildner’, gr. τέκτων ‘Handwerker, Zimmermann’); s. LIPP 4.8.2.2. Zur Interpretation als urspr. Reduplikationsform einer Wurzel *tek̑-, jedoch mit jeweils anderer morpholog. Einordnung s. BRANDENSTEIN, Glotta 25 (1936) 29; RIX bei HARÐARSON 2912. Aus lautlichen Gründen von *tetk̑- zu trennen sind heth. taks-, ap. ham-taxša-, arm. hiwsem, lat. texere und mhd. dehsen, s. 2.*tek- ‘weben, flechten’. – {4} Iterativ-durativ ‘zusammenbauen, zimmern’, Oppositionspräsens zum Wurzelaor.; vgl. KÜMMEL, l.c. – {7} < urslav. *tes-je- ← Pl. *tétk̑-."
*tetk̑-{1},"‘erzeugen, herstellen’",IEW 1058-9,R. L.,iterative,0,?*totk̑-éi̯e-,Baltic,"[lit. tašaũ, tašàti ‘behauen’{8}","notes: {1} *tetk̑- (traditionell *tek̑þ-) abstrahiert aus einem uridg. zum Wurzelaor. umgedeuteten Primärstamm *tétk̑-, der auf einen voruridg. von *tek̑-‘zeugen, gebären’ gebildeten redupl. Aor. **te-tk̑- zurückgeht; dieser hatte urspr. resultativ-terminative Funktion (vgl. BENDAHMAN 246-7): ‘er-zeugen’ → ‘(handwerklich) herstellen, produzieren’; durch diese semant. Differenzierung wurde die paradigmat. Ausgliederung des Aor. und die Abstraktion einer Neowurzel ermöglicht (vgl. das davon gebildete Nomen agentis *tétk̑-on- m. ‘Hersteller, Handwerker’ > ved. tákṣaṇ- ‘Zimmermann’, av. tašan- ‘Schöpfer, Bildner’, gr. τέκτων ‘Handwerker, Zimmermann’); s. LIPP 4.8.2.2. Zur Interpretation als urspr. Reduplikationsform einer Wurzel *tek̑-, jedoch mit jeweils anderer morpholog. Einordnung s. BRANDENSTEIN, Glotta 25 (1936) 29; RIX bei HARÐARSON 2912. Aus lautlichen Gründen von *tetk̑- zu trennen sind heth. taks-, ap. ham-taxša-, arm. hiwsem, lat. texere und mhd. dehsen, s. 2.*tek- ‘weben, flechten’. – {8} Könnte auch einzelsprachliche Neubildung sein zu lit. *teš- = lett. tes- ‘behauen’, s.o."
*tetk̑-{1},"‘erzeugen, herstellen’",IEW 1058-9,R. L.,nu-present,1,–,Indic,"ved. takṣṇoti ‘zimmert, schafft, verfertigt’{9}","notes: {1} *tetk̑- (traditionell *tek̑þ-) abstrahiert aus einem uridg. zum Wurzelaor. umgedeuteten Primärstamm *tétk̑-, der auf einen voruridg. von *tek̑-‘zeugen, gebären’ gebildeten redupl. Aor. **te-tk̑- zurückgeht; dieser hatte urspr. resultativ-terminative Funktion (vgl. BENDAHMAN 246-7): ‘er-zeugen’ → ‘(handwerklich) herstellen, produzieren’; durch diese semant. Differenzierung wurde die paradigmat. Ausgliederung des Aor. und die Abstraktion einer Neowurzel ermöglicht (vgl. das davon gebildete Nomen agentis *tétk̑-on- m. ‘Hersteller, Handwerker’ > ved. tákṣaṇ- ‘Zimmermann’, av. tašan- ‘Schöpfer, Bildner’, gr. τέκτων ‘Handwerker, Zimmermann’); s. LIPP 4.8.2.2. Zur Interpretation als urspr. Reduplikationsform einer Wurzel *tek̑-, jedoch mit jeweils anderer morpholog. Einordnung s. BRANDENSTEIN, Glotta 25 (1936) 29; RIX bei HARÐARSON 2912. Aus lautlichen Gründen von *tetk̑- zu trennen sind heth. taks-, ap. ham-taxša-, arm. hiwsem, lat. texere und mhd. dehsen, s. 2.*tek- ‘weben, flechten’. – {9} Sekundär zum Aor. átakṣat."
*tetk̑-{1},"‘erzeugen, herstellen’",IEW 1058-9,R. L.,perfect,1,–,Indic,"ved. tatákṣa ‘hat geschaffen’, 2d takṣathur, 3p takṣur{10}","notes: {1} *tetk̑- (traditionell *tek̑þ-) abstrahiert aus einem uridg. zum Wurzelaor. umgedeuteten Primärstamm *tétk̑-, der auf einen voruridg. von *tek̑-‘zeugen, gebären’ gebildeten redupl. Aor. **te-tk̑- zurückgeht; dieser hatte urspr. resultativ-terminative Funktion (vgl. BENDAHMAN 246-7): ‘er-zeugen’ → ‘(handwerklich) herstellen, produzieren’; durch diese semant. Differenzierung wurde die paradigmat. Ausgliederung des Aor. und die Abstraktion einer Neowurzel ermöglicht (vgl. das davon gebildete Nomen agentis *tétk̑-on- m. ‘Hersteller, Handwerker’ > ved. tákṣaṇ- ‘Zimmermann’, av. tašan- ‘Schöpfer, Bildner’, gr. τέκτων ‘Handwerker, Zimmermann’); s. LIPP 4.8.2.2. Zur Interpretation als urspr. Reduplikationsform einer Wurzel *tek̑-, jedoch mit jeweils anderer morpholog. Einordnung s. BRANDENSTEIN, Glotta 25 (1936) 29; RIX bei HARÐARSON 2912. Aus lautlichen Gründen von *tetk̑- zu trennen sind heth. taks-, ap. ham-taxša-, arm. hiwsem, lat. texere und mhd. dehsen, s. 2.*tek- ‘weben, flechten’. – {10} Zur Klassifikation als Perfekt s. NARTEN 123, 125336; KÜMMEL, Perfekt 206-8."
*tetk̑-{1},"‘erzeugen, herstellen’",IEW 1058-9,R. L.,perfect,1,–,Iranian,"aav. tatašā ‘hat gebildet’{10a}, Ptz. jav. taršuuāh-{11}","notes: {1} *tetk̑- (traditionell *tek̑þ-) abstrahiert aus einem uridg. zum Wurzelaor. umgedeuteten Primärstamm *tétk̑-, der auf einen voruridg. von *tek̑-‘zeugen, gebären’ gebildeten redupl. Aor. **te-tk̑- zurückgeht; dieser hatte urspr. resultativ-terminative Funktion (vgl. BENDAHMAN 246-7): ‘er-zeugen’ → ‘(handwerklich) herstellen, produzieren’; durch diese semant. Differenzierung wurde die paradigmat. Ausgliederung des Aor. und die Abstraktion einer Neowurzel ermöglicht (vgl. das davon gebildete Nomen agentis *tétk̑-on- m. ‘Hersteller, Handwerker’ > ved. tákṣaṇ- ‘Zimmermann’, av. tašan- ‘Schöpfer, Bildner’, gr. τέκτων ‘Handwerker, Zimmermann’); s. LIPP 4.8.2.2. Zur Interpretation als urspr. Reduplikationsform einer Wurzel *tek̑-, jedoch mit jeweils anderer morpholog. Einordnung s. BRANDENSTEIN, Glotta 25 (1936) 29; RIX bei HARÐARSON 2912. Aus lautlichen Gründen von *tetk̑- zu trennen sind heth. taks-, ap. ham-taxša-, arm. hiwsem, lat. texere und mhd. dehsen, s. 2.*tek- ‘weben, flechten’. – {10a} Vgl. KÜMMEL, Perfekt 638-9. – {11} Schwacher Perfektstamm iir. *ta-ttš- (*ttš- R(z) zu iir. *tatš- < *tetk̑-) > *tatš- (Geminatenvereinfachung) > indoar. *taṭṣ- > ved. takṣ-, dann mit nach dem starken Stamm restituierter Reduplikation tatakṣ- (3p tatakṣúr); vgl. KÜMMEL, Perfekt 207-8; uriran. *tač- > av. *taš-; Ptz. *taš-u̯āh- → jav. taršuuāh- ‘der gebildet/geschaffen hat’ = ‘Schöpfer’, lautlich beeinflußt von semantisch nahem aav. θβōrəštar- = /θu̯arš-tar-/ ‘Bildner, Schöpfer’ (zu θβars < *tu̯erk̑-); s. LIPP 4.8.2.2.; zum iir. Palatalwandel s. Anm. 2."
?*teu̯H-{1},"‘(freundlich) beachten, betrachten; schützen’",IEW 1079-80,M. K.,root,0,?*teu̯H-{1},PIE,"PIE ?*teu̯H-{1} ‘(freundlich) beachten, betrachten; schützen’",notes: {1} Nur ital. sowie nominal kelt. und germ.; zum Laryngal vgl. lat. PPP tūtus.
?*teu̯H-{1},"‘(freundlich) beachten, betrachten; schützen’",IEW 1079-80,M. K.,full-grade e-present,0,?*téu̯H-e-,Italic,"lat. tuor, tuī ‘ansehen, betrachten; schützen’{2}",notes: {1} Nur ital. sowie nominal kelt. und germ.; zum Laryngal vgl. lat. PPP tūtus. – {2} Zu den beiden Varianten tuor (mit tu- für *tou̯- nach tueor oder aus Komposita) und tueor sowie zur Semantik vgl. ERNOUT-MEILLET 706.
?*teu̯H-{1},"‘(freundlich) beachten, betrachten; schützen’",IEW 1079-80,M. K.,essive,0,?*tuH-h₁i̯é-,Italic,"[lat. tueor, -ērī ‘ansehen, betrachten; schützen’{2}",notes: {1} Nur ital. sowie nominal kelt. und germ.; zum Laryngal vgl. lat. PPP tūtus. – {2} Zu den beiden Varianten tuor (mit tu- für *tou̯- nach tueor oder aus Komposita) und tueor sowie zur Semantik vgl. ERNOUT-MEILLET 706.
*teu̯h₂-{1},"‘schwellen, stark werden’{1a}",IEW 1080-1,M. K.,root,0,*teu̯h₂-{1},PIE,"PIE *teu̯h₂-{1} ‘schwellen, stark werden’{1a}","notes: {1} Nach PETERS 290243 ist *h₂ anzusetzen wegen gr. σάος ‘heil, gesund’ < *tu̯au̯o- (mit umgekehrtem SIEVERS) < *tuh₂eu̯o-. – {1a} Die Wurzelbedeutung ist gegen LIV¹ als fientiv anzusetzen, KÜMMEL, Perfekt 219 mit Lit."
*teu̯h₂-{1},"‘schwellen, stark werden’{1a}",IEW 1080-1,M. K.,amphidynamic root-present,0,*téu̯h₂-/tuh₂-,Indic,"ved. út taviti RV 10,59,1 ‘erstarkt’{1b}","notes: {1} Nach PETERS 290243 ist *h₂ anzusetzen wegen gr. σάος ‘heil, gesund’ < *tu̯au̯o- (mit umgekehrtem SIEVERS) < *tuh₂eu̯o-. – {1a} Die Wurzelbedeutung ist gegen LIV¹ als fientiv anzusetzen, KÜMMEL, Perfekt 219 mit Lit. – {1b} Vgl. SCHAEFER 129; KÜMMEL, Perfekt 219."
*teu̯h₂-{1},"‘schwellen, stark werden’{1a}",IEW 1080-1,M. K.,amphidynamic root-present,0,*téu̯h₂-/tuh₂-,Iranian,aav. Konj. tauuā° ‘werde vermögen’{2},"notes: {1} Nach PETERS 290243 ist *h₂ anzusetzen wegen gr. σάος ‘heil, gesund’ < *tu̯au̯o- (mit umgekehrtem SIEVERS) < *tuh₂eu̯o-. – {1a} Die Wurzelbedeutung ist gegen LIV¹ als fientiv anzusetzen, KÜMMEL, Perfekt 219 mit Lit. – {2} Vgl. KELLENS, Verbe 88."
*teu̯h₂-{1},"‘schwellen, stark werden’{1a}",IEW 1080-1,M. K.,amphidynamic root-present,0,*téu̯h₂-/tuh₂-,Slavic,"[r.-ksl., aruss. tyju, (tyti) ‘fett werden’{3}","notes: {1} Nach PETERS 290243 ist *h₂ anzusetzen wegen gr. σάος ‘heil, gesund’ < *tu̯au̯o- (mit umgekehrtem SIEVERS) < *tuh₂eu̯o-. – {1a} Die Wurzelbedeutung ist gegen LIV¹ als fientiv anzusetzen, KÜMMEL, Perfekt 219 mit Lit. – {3} Slav. Erweiterung mit *-i̯e-, bei Wurzeln dieser Struktur häufig."
*teu̯h₂-{1},"‘schwellen, stark werden’{1a}",IEW 1080-1,M. K.,i-reduplicated athematic present,0,?*ti-téu̯h₂/tuh₂-,Indic,ved. Aor. (?) tūtoṣ ‘stärkst’{3a},"notes: {1} Nach PETERS 290243 ist *h₂ anzusetzen wegen gr. σάος ‘heil, gesund’ < *tu̯au̯o- (mit umgekehrtem SIEVERS) < *tuh₂eu̯o-. – {1a} Die Wurzelbedeutung ist gegen LIV¹ als fientiv anzusetzen, KÜMMEL, Perfekt 219 mit Lit. – {3a} Wegen der faktitiven Bedeutung wohl so zu analysieren, KÜMMEL, Perfekt 220-1."
*teu̯h₂-{1},"‘schwellen, stark werden’{1a}",IEW 1080-1,M. K.,nasal-infix present,0,?*tu-né/n-h₂-,Iranian,[ap. tunuvant- ‘mächtig’{4},"notes: {1} Nach PETERS 290243 ist *h₂ anzusetzen wegen gr. σάος ‘heil, gesund’ < *tu̯au̯o- (mit umgekehrtem SIEVERS) < *tuh₂eu̯o-. – {1a} Die Wurzelbedeutung ist gegen LIV¹ als fientiv anzusetzen, KÜMMEL, Perfekt 219 mit Lit. – {4} Wenn altes Präs.-Ptz. zu umgebildetem *tunautiy ← *tunāti."
*teu̯h₂-{1},"‘schwellen, stark werden’{1a}",IEW 1080-1,M. K.,perfect,0,*te-tóu̯h₂/tuh₂-,Indic,ved. tūtā́va ‘ist stark’{5},"notes: {1} Nach PETERS 290243 ist *h₂ anzusetzen wegen gr. σάος ‘heil, gesund’ < *tu̯au̯o- (mit umgekehrtem SIEVERS) < *tuh₂eu̯o-. – {1a} Die Wurzelbedeutung ist gegen LIV¹ als fientiv anzusetzen, KÜMMEL, Perfekt 219 mit Lit. – {5} Vgl. KÜMMEL, Perfekt 219-20."
*teu̯h₂-{1},"‘schwellen, stark werden’{1a}",IEW 1080-1,M. K.,perfect,0,*te-tóu̯h₂/tuh₂-,Iranian,"jav. tūtauua ‘vermag, ist fähig’{6}","notes: {1} Nach PETERS 290243 ist *h₂ anzusetzen wegen gr. σάος ‘heil, gesund’ < *tu̯au̯o- (mit umgekehrtem SIEVERS) < *tuh₂eu̯o-. – {1a} Die Wurzelbedeutung ist gegen LIV¹ als fientiv anzusetzen, KÜMMEL, Perfekt 219 mit Lit. – {6} KÜMMEL, Perfekt 637-8."
*teu̯h₂-{1},"‘schwellen, stark werden’{1a}",IEW 1080-1,M. K.,intensive,1,–,Indic,ved. saṃtávituvat- ‘immer wieder erstarkend’{7},"notes: {1} Nach PETERS 290243 ist *h₂ anzusetzen wegen gr. σάος ‘heil, gesund’ < *tu̯au̯o- (mit umgekehrtem SIEVERS) < *tuh₂eu̯o-. – {1a} Die Wurzelbedeutung ist gegen LIV¹ als fientiv anzusetzen, KÜMMEL, Perfekt 219 mit Lit. – {7} S. SCHAEFER 129."
1.*teu̯k-{1},"‘stoßen, schlagen’",IEW 1032,M. K.,root,0,1.*teu̯k-{1},PIE,"PIE 1.*teu̯k-{1} ‘stoßen, schlagen’","notes: {1} Vgl. gr. τύκος m. ‘Hammer, Steinaxt’."
1.*teu̯k-{1},"‘stoßen, schlagen’",IEW 1032,M. K.,root aorist,0,*téu̯k-/tuk-,Slavic,[aksl. (+) -tъče ‘stieß’,"notes: {1} Vgl. gr. τύκος m. ‘Hammer, Steinaxt’."
1.*teu̯k-{1},"‘stoßen, schlagen’",IEW 1032,M. K.,reduplicated thematic aorist,0,?*té-tuk-e-,Greek,"gr. τέτυκον ‘verfertigte, bereitete’{1a}","notes: {1} Vgl. gr. τύκος m. ‘Hammer, Steinaxt’. – {1a} Bedeutungsentwicklung über ‘mit Stößen bearbeiten, hämmern’; wohl mit faktitiven Aktiva von teuc- < *dʰeu̯gʰ- ‘treffen’ → ‘trefflich machen’ vermischt, woraus sich die Aspirationdes Auslautkonsonanten außerhalb des reduplizierten Aorists erklären könnte."
1.*teu̯k-{1},"‘stoßen, schlagen’",IEW 1032,M. K.,zero-grade é-present,0,*tuk-é-,Slavic,"aksl. (+) tъkǫ, (tъkati) ‘weben’{2}","notes: {1} Vgl. gr. τύκος m. ‘Hammer, Steinaxt’. – {2} Urspr. *‘stoßen’, vgl. Iterativ tykati ‘stoßen’."
1.*teu̯k-{1},"‘stoßen, schlagen’",IEW 1032,M. K.,s-aorist,1,–,Greek,"?gr. ἔτευξα ‘verfertigte, bereitete’{1a}","notes: {1} Vgl. gr. τύκος m. ‘Hammer, Steinaxt’. – {1a} Bedeutungsentwicklung über ‘mit Stößen bearbeiten, hämmern’; wohl mit faktitiven Aktiva von teuc- < *dʰeu̯gʰ- ‘treffen’ → ‘trefflich machen’ vermischt, woraus sich die Aspirationdes Auslautkonsonanten außerhalb des reduplizierten Aorists erklären könnte."
1.*teu̯k-{1},"‘stoßen, schlagen’",IEW 1032,M. K.,nasal present,1,–,Slavic,"aksl. (+) tъknǫti ‘stoßen, treffen’{3}","notes: {1} Vgl. gr. τύκος m. ‘Hammer, Steinaxt’. – {3} Neu zum them. Aorist."
1.*teu̯k-{1},"‘stoßen, schlagen’",IEW 1032,M. K.,R(e)-e-present,1,–,Greek,"?gr. τεύχω ‘verfertige, bereite’{1a}","notes: {1} Vgl. gr. τύκος m. ‘Hammer, Steinaxt’. – {1a} Bedeutungsentwicklung über ‘mit Stößen bearbeiten, hämmern’; wohl mit faktitiven Aktiva von teuc- < *dʰeu̯gʰ- ‘treffen’ → ‘trefflich machen’ vermischt, woraus sich die Aspirationdes Auslautkonsonanten außerhalb des reduplizierten Aorists erklären könnte."
1.*teu̯k-{1},"‘stoßen, schlagen’",IEW 1032,M. K.,perfect,1,–,Greek,"?gr. myk. Ptz. n. Pl. te-tu-ko-wo-a /tetukʰwoha/ ≈ [hom. τετευχώς Od. 12,423 ‘angefertigt’{1a}","notes: {1} Vgl. gr. τύκος m. ‘Hammer, Steinaxt’. – {1a} Bedeutungsentwicklung über ‘mit Stößen bearbeiten, hämmern’; wohl mit faktitiven Aktiva von teuc- < *dʰeu̯gʰ- ‘treffen’ → ‘trefflich machen’ vermischt, woraus sich die Aspirationdes Auslautkonsonanten außerhalb des reduplizierten Aorists erklären könnte."
?2.*teu̯k-{1},"‘stark/fett werden, schwellen’",IEW 1081,"M. K., R. L.",root,0,?2.*teu̯k-{1},PIE,"PIE ?2.*teu̯k-{1} ‘stark/fett werden, schwellen’","notes: {1} Vgl. die Parallelwurzel *teu̯h₂-. Dazu Nomina wie aksl. tukъ m. ‘Fett’, an. (+) þjó n. ‘Oberschenkel’, air. tón f. ‘Hinterteil’ sowie lat. *tuccum n. < *tou̯kom, umbr. Gen. Sg. toco ‘vom Schinken’, s. RIX, Sprache 32 (1986) 314-8 (der allerdings wegen lit. táukas ‘Fettstück; Gebärmutter’ *teu̯Hk- ansetzt, doch ist der Akut des lit. Wortes wohl sekundär, vgl. lett. tàuks ‘fett’, und air. tón setzt *tŭknā- voraus)."
?2.*teu̯k-{1},"‘stark/fett werden, schwellen’",IEW 1081,"M. K., R. L.",nasal-infix present,0,?*tu-né/n-k-,Baltic,"[lit. tunkù, (tùkti); lett. tùku, (tukt) ‘fett werden’{2}","notes: {1} Vgl. die Parallelwurzel *teu̯h₂-. Dazu Nomina wie aksl. tukъ m. ‘Fett’, an. (+) þjó n. ‘Oberschenkel’, air. tón f. ‘Hinterteil’ sowie lat. *tuccum n. < *tou̯kom, umbr. Gen. Sg. toco ‘vom Schinken’, s. RIX, Sprache 32 (1986) 314-8 (der allerdings wegen lit. táukas ‘Fettstück; Gebärmutter’ *teu̯Hk- ansetzt, doch ist der Akut des lit. Wortes wohl sekundär, vgl. lett. tàuks ‘fett’, und air. tón setzt *tŭknā- voraus). – {2} Balt. Inchoativbildung, wahrscheinlich eher Neubildung; wenn alt, Bedeutung vom Medium."
?2.*teu̯k-{1},"‘stark/fett werden, schwellen’",IEW 1081,"M. K., R. L.",s-desiderative,0,*tu̯ék/tuk-s-{3},Indic,"[ved. pra-tvakṣāṇá- ‘überragend, überkräftig’","notes: {1} Vgl. die Parallelwurzel *teu̯h₂-. Dazu Nomina wie aksl. tukъ m. ‘Fett’, an. (+) þjó n. ‘Oberschenkel’, air. tón f. ‘Hinterteil’ sowie lat. *tuccum n. < *tou̯kom, umbr. Gen. Sg. toco ‘vom Schinken’, s. RIX, Sprache 32 (1986) 314-8 (der allerdings wegen lit. táukas ‘Fettstück; Gebärmutter’ *teu̯Hk- ansetzt, doch ist der Akut des lit. Wortes wohl sekundär, vgl. lett. tàuks ‘fett’, und air. tón setzt *tŭknā- voraus). – {3} Mit s-bedingtem Schwebeablaut, vgl. *h₂u̯eks- : *h₂eu̯g-, *h₂leks- : *h₂elk-. Im Iir. wurde *tu̯akš- als Wurzel abstrahiert, die Desider.-Bedeutung ist verblaßt."
