,root,category,branch,language,questionable,reflex,meaning,notes,expanded_notes,original_text
8332,*treh₁u̯-{1},full-grade e-present,Germanic,ahd.,false,triuuit,"ragt vor, gedeiht",2,2: Setzt verallgemeinertes *treu̯- < *treh₁u- voraus. Die Bedeutung dürfte auf dem Medium ‘sich nähren’ → ‘wachsen’ beruhen.,"[ahd. triuuit ‘ragt vor, gedeiht’{2}"
8333,*treh₁u̯-{1},sigmatic aorist,Iranian,aav.,false,θraoštā,nährt,,,aav. 3s θraoštā ‘nährt’
8334,*treh₁u̯-{1},éi̯e-causative–iterative,Germanic,ahd.,false,trouuen,heranwachsen,2,2: Setzt verallgemeinertes *treu̯- < *treh₁u- voraus. Die Bedeutung dürfte auf dem Medium ‘sich nähren’ → ‘wachsen’ beruhen.,[ahd. trouuen ‘heranwachsen’{2}
8335,*treh₁u̯-{1},perfect,Iranian,jav.,false,tuθruiiē,hat genährt,,,jav. tuθruiiē ‘hat genährt’
8336,*treh₃g/g̑-,root aorist,Greek,gr.,false,τραγεῖν,zernagen,1,"1: Mit neuer R(z) trag- statt †trōg- < *tr̥h₃g/g̑-. Nicht hierher arm. aracem ‘weide’, s. KLINGENSCHMITT 153-4.",[gr. τραγεῖν ‘zernagen’{1}
8337,*treh₃g/g̑-,amphidynamic root-present,Greek,gr.,false,τρώγω,zernage,,,gr. τρώγω ‘zernage’
8338,*treh₃g/g̑-,sk̑é-present,Tocharian,toch.B,false,treṣṣäṃ,(zer)kaut,2,"2: Urtoch. *tərsk° < *tr̥h₃(g/g̑)sk̑° als Wurzel lexikalisiert, mit geneuertem Ablaut (auch Konj. *traska- in A 3s trāskaṣ, B Adj. II trāskalye), vgl. HACKSTEIN 35, 178-80.",[toch.B treṣṣäṃ ‘(zer)kaut’{2}
8339,*treh₃g/g̑-,s-desiderative,Greek,gr.,false,τρώξομαι,werde zernagen,,,gr. τρώξομαι ‘werde zernagen’
8340,?*trei̯gʷ-{1},full-grade e-present,Greek,gr.,false,τρῑ́βω,reibe (auf),2,2: Wenn mit Iotazismus für *τρείβω bzw. *τρεῖψαι; anders kaum erklärbar. Dafür spricht auch die (früh belegte) R(z) trib-.,gr. τρῑ́βω ‘reibe (auf)’{2}
8341,?*trei̯gʷ-{1},sigmatic aorist,Greek,gr.,false,τρῖψαι,"reiben, aufreiben",2,2: Wenn mit Iotazismus für *τρείβω bzw. *τρεῖψαι; anders kaum erklärbar. Dafür spricht auch die (früh belegte) R(z) trib-.,"gr. τρῖψαι ‘reiben, aufreiben’{2}"
8342,?*trei̯gʷ-{1},perfect,Greek,gr.,false,τέτριπται,ist (auf)gerieben,,,gr. τέτριπται ‘ist (auf)gerieben’
8343,?*trei̯gʷ-{1},fientive,Greek,gr.,false,ἐτρίβη,wurde (auf)gerieben,,,gr. ἐτρίβη ‘wurde (auf)gerieben’
8344,?*trei̯K-{1},full-grade e-present,Tocharian,"""toch.B""","""false""","""triśäṃ""","""soll verfehlen""","""""","""""",toch.B Konj. triśäṃ ‘soll verfehlen’
8345,?*trei̯K-{1},sigmatic aorist,Tocharian,toch.B,false,traiksa,verfehlte,2,2: Die Wurzelbedeutung läßt eher Wurzelaorist erwarten.,toch.B traiksa ‘verfehlte’{2}
8346,?*trei̯K-{1},perfect,Tocharian,toch.,false,"tetriku, tatriku",verfehlt,,,"toch. PPP B tetriku, A tatriku ‘verfehlt’"
8347,?*trei̯K-{1},se-present,Tocharian,"""toch.B",false,trikṣäṃ,verfehlen,"None""","None""",toch.B trikṣäṃ; A trikseñc ‘verfehlen’
8348,?*trei̯K-{1},se-present,Tocharian,"""A",false,trikseñc,verfehlen,"None""","None""",toch.B trikṣäṃ; A trikseñc ‘verfehlen’
8349,?*trei̯K-{1},essive,Tocharian,toch.B,false,triketär,"ist verwirrt, geht in die Irre",3,"3: Dazu Prät. I B trika, A trik, Konj. A trekaṣ.","toch.B triketär ‘ist verwirrt, geht in die Irre’{3}"
8350,*trem-,amphidynamic root-present,Greek,gr.,false,τρέμω,"zittere, bebe",,,"[gr. τρέμω ‘zittere, bebe’"
8351,*trem-,amphidynamic root-present,Italic,lat.,false,tremō,zittern,,,"[lat. tremō, -ere ‘zittern’"
8352,*trem-,amphidynamic root-present,Tocharian,"""trämäṣ""","""aufgebracht sein","""false""","zittern""","""{1}""","""{1}""","toch.A 3s trämäṣ, 3p tärmiñc ‘aufgebracht sein, zittern’{1}"
8353,*trem-,amphidynamic root-present,Tocharian,"""tärmiñc""","""aufgebracht sein","""false""","zittern""","""{1}""","""{1}""","toch.A 3s trämäṣ, 3p tärmiñc ‘aufgebracht sein, zittern’{1}"
8354,*trem-,amphidynamic root-present,Albanian,alb.,false,tremb,"erschreckt jmdn., verjagt",2,"2: Zu mb vgl. JOKL, Studien 27. Oder wegen der fakt. Bedeutung eher aus dem Kaus.-It.?","?alb. tremb ‘erschreckt jmdn., verjagt’{2}"
8355,*trem-,éi̯e-causative–iterative,Greek,gr.,false,τρομέω,"zittere, bebe",,,"gr. τρομέω ‘zittere, bebe’"
8356,*trem-,éi̯e-causative–iterative,Italic,umbr.,false,tremitu,soll zittern machen,3,"3: Setzt einen Stamm *tremē- voraus, der wegen der Bedeutung kaum etwas anderes als ein Kausativ mit sekundärer R(e) nach dem Grundverb (wie lat. augēre, s. *h₂eu̯g-) darstellen kann.",[umbr. tremitu ‘soll zittern machen’{3}
8357,*trem-,essive,Italic,osk.,true,turumiiad Ve. 6,soll zittern,3a,3a,[osk. Konj. turumiiad Ve. 6 ‘soll zittern’{3a}
8358,*trem-,R(e)-i̯e-present,Baltic,alit.,false,,,,,"lit. tremiù, (treh₁ti) ‘aufstampfen; stoßen, niederwerfen; vertreiben’{4}"
8359,*trem-,R(e)-i̯e-present,Baltic,lit.,false,tremiù,"aufstampfen; stoßen, niederwerfen; vertreiben",4,4: ← *‘in Angst versetzen’.,"lit. tremiù, (treh₁ti) ‘aufstampfen; stoßen, niederwerfen; vertreiben’{4}"
8360,*trenk-{1},amphidynamic root-present,Celtic,air.,false,*-tréici,"verläßt, gibt auf",2,"2: Aus *trn̥k-e- > *tranke- mit sekundärer i-Flexion, vgl. MCCONE, FS WATKINS 470, 474-5. Bdtg. ‘aufgeben, verlassen’ ← *‘wegdrängen’. –","?[air. *-tréici ‘verläßt, gibt auf’{2}, mkymr. trenghit, -threingk ‘vergeht’{3}"
8361,*trenk-{1},amphidynamic root-present,Celtic,mkymr.,false,trenghit,vergeht,3,"3: < *trankit(i) mit sekundärer i-Flexion wie im Ir.; Bdtg. wohl mit Objektellipse aus ‘aufgeben’, vgl. z.B. nhd. schieb ab! ‘geh weg!’, MCCONE, FS WATKINS 470.","?[air. *-tréici ‘verläßt, gibt auf’{2}, mkymr. trenghit, -threingk ‘vergeht’{3}"
8362,*trenk-{1},amphidynamic root-present,Celtic,mkymr.,false,-threingk,vergeht,3,"3: < *trankit(i) mit sekundärer i-Flexion wie im Ir.; Bdtg. wohl mit Objektellipse aus ‘aufgeben’, vgl. z.B. nhd. schieb ab! ‘geh weg!’, MCCONE, FS WATKINS 470.","?[air. *-tréici ‘verläßt, gibt auf’{2}, mkymr. trenghit, -threingk ‘vergeht’{3}"
8363,*trenk-{1},amphidynamic root-present,Germanic,got.,false,þreihan,drängen,,,"[got. þreihan ‘drängen’; ae. (+) ðringan ‘dringen, sich drängen’{4}"
8364,*trenk-{1},amphidynamic root-present,Germanic,ae.,false,ðringan,"dringen, sich drängen",4,"4: Im Got. mit Ablautentgleisung in die i-Reihe übergetreten; sonst im Germ. mit durchgeführter VERNER-Variante *g, im Nordgerm. mit sekundärem gv.","[got. þreihan ‘drängen’; ae. (+) ðringan ‘dringen, sich drängen’{4}"
8365,*trenk-{1},amphidynamic root-present,Baltic,lit.,false,trenkù,waschen; schelten; schlagen,5,"5: Daneben auch trenkiù, (trenəkti) ‘dröhnend stoßen, werfen, erschüttern’ mit transitivem i̯e-Präsens.","[lit. trenkù, (triñkti) ‘waschen; schelten; schlagen’{5}"
8366,*trenk-{1},amphidynamic root-present,Baltic,(triñkti),,,,,,"[lit. trenkù, (triñkti) ‘waschen; schelten; schlagen’{5}"
8367,*trenk-{1},iterative,Celtic,air.,false,*tronki,Waschen,,,"?urkelt. *tronki- in air. fo-thrucud ‘Waschen’, mbret. gouzroncquet ‘baden’{6}"
8368,*trenk-{1},iterative,Celtic,mbret.,false,gouzroncquet,baden,6,"6: Vgl. PEDERSEN, VKG I 124.","?urkelt. *tronki- in air. fo-thrucud ‘Waschen’, mbret. gouzroncquet ‘baden’{6}"
8369,*trenk-{1},iterative,Germanic,ae.,false,+ ðrengan,"sich einkeilen, zwingen",,,"ae. (+) ðrengan ‘sich einkeilen, zwingen’"
8370,*trenk-{1},iterative,Baltic,lit.,false,trankaũ,"dröhnend stoßen, schütteln, klopfen",,,"[lit. trankaũ, trankýti ‘dröhnend stoßen, schütteln, klopfen’"
8371,*trenk-{1},iterative,Baltic,lit.,false,trankýti,"dröhnend stoßen, schütteln, klopfen",,,"[lit. trankaũ, trankýti ‘dröhnend stoßen, schütteln, klopfen’"
8372,1.*trep-{1},full-grade e-present,Baltic,apr.,false,er-treppa,sie übertreten,,,apr. er-treppa ‘sie übertreten’
8373,1.*trep-{1},full-grade éi̯e-present,Greek,gr.,false,τραπέω,keltere,2,2: ← *‘trete (Trauben) aus’.,gr. τραπέω ‘keltere’{2}
8374,1.*trep-{1},R(e)-i̯e-present,Slavic,aruss.,false,treplju,schlagen,,,"?aruss. (+) treplju, (trepati) ‘schlagen’"
8375,1.*trep-{1},R(e)-i̯e-present,Slavic,aruss.,false,trepati,schlagen,,,"?aruss. (+) treplju, (trepati) ‘schlagen’"
8376,2.*trep-,root aorist,Anatolian,heth.,false,teripzi,pflügen,1,"1: ← *‘Ackerschollen umwenden’, vgl. OETTINGER 229-30, TISCHLER III 331. Lautentwicklung *trep- > *terép- > *térep- > *térip-, s. MELCHERT, SHHP 130-1.","heth. teripzi, terippanzi ‘pflügen’{1}"
8377,2.*trep-,root aorist,Anatolian,heth.,false,terippanzi,pflügen,,,"heth. teripzi, terippanzi ‘pflügen’{1}"
8378,2.*trep-,root aorist,Greek,gr.,false,ἔτραπον,wendete,,,[gr. ἔτραπον ‘wendete’
8379,2.*trep-,full-grade e-present,Indic,ai.,false,trapate,schämt sich,2,"2: Auch frühmittelind. Belege; Bedeutung aus *‘wendet sich (schamvoll) ab’ (vgl. gr. ἐν-τρέπομαι ‘schäme mich’, FRISK II 924) s. EWAia I 674.",ai. (ep.) trapate ‘schämt sich’{2}
8380,2.*trep-,full-grade e-present,Greek,gr.,false,τρέπω,wende,,,gr. τρέπω ‘wende’
8381,2.*trep-,full-grade e-present,Italic,lat.,false,trepit,vertit,3,"3: Nur Paul. Fest. 367, viell. Grammatikerkonstruktion nach gr. τρέπω.",?lat. trepit ‘vertit’{3}
8382,2.*trep-,iterative,Greek,gr.,false,τροπέω,wende,4,"4: Daneben dehnstufig τρωπάω, wohl neugebildet.",gr. τροπέω ‘wende’{4}
8383,2.*trep-,s-aorist,Greek,gr.,false,τρέψαι,wenden,,,gr. τρέψαι ‘wenden’
8384,2.*trep-,perfect,Greek,gr.,false,-τέτραπται,ist gewendet,,,gr. -τέτραπται ‘ist gewendet’
8385,*tres-,nasal-infix present,Baltic,lit.,false,-trįsù,unruhig werden,1,"1: Wenn alt, Bdtg. vom Medium, aber wahrscheinlich eher Inchoativneubildung.","?[lit. -trįsù, (-trìsti) ‘unruhig werden’{1}"
8386,*tres-,nasal-infix present,Baltic,lit.,false,-trìsti,unruhig werden,,,"?[lit. -trįsù, (-trìsti) ‘unruhig werden’{1}"
8387,*tres-,nasal-infix present,Slavic,aksl.,false,tręsǫ,schütteln,2,"2: ← *‘zittern machen’, aus *trn̥s- > *trins- thematisiert; diese Herleitung ist wegen der faktitiven Bedeutung wahrscheinlicher als Kontamination von *trem- und *tres- (VASMER III 146-7).","[aksl. (+) tręsǫ, (tręsti) ‘schütteln’{2}"
8388,*tres-,nasal-infix present,Slavic,aksl.,false,tręsti,schütteln,,,"[aksl. (+) tręsǫ, (tręsti) ‘schütteln’{2}"
8389,*tres-,full-grade e-present,Indic,ved.,false,trásati,"zittert, ist ängstlich",,,"ved. trásati ‘zittert, ist ängstlich’"
8390,*tres-,full-grade e-present,Greek,gr.,false,τρέω,"fürchte mich, fliehe vor Schreck",,,"gr. τρέω ‘fürchte mich, fliehe vor Schreck’"
8391,*tres-,sk̑é-present,Iranian,jav.,false,tərəsaiti,fürchtet sich,,,"jav. tərəsaiti, ap. tạrsatiy ‘fürchtet sich’"
8392,*tres-,sk̑é-present,Iranian,ap.,false,tạrsatiy,fürchtet sich,,,"jav. tərəsaiti, ap. tạrsatiy ‘fürchtet sich’"
8393,*tres-,sigmatic aorist,Indic,ved.,false,mā́ trāsiṣ,fang nicht an zu zittern!,3,3: Nach NARTEN 130-1 Neubildung.,?ved. (ŚB) mā́ trāsiṣ ‘fang nicht an zu zittern!’{3}
8394,*tres-,sigmatic aorist,Greek,gr.,false,ἔτρεσεν,"zitterte, fürchtete sich",,,"gr. ἔτρεσεν ‘zitterte, fürchtete sich’"
8395,*tres-,éi̯e-causative–iterative,Indic,ved. (AV),false,trāsaya,mache zittern!,,,ved. (AV) trāsaya ‘mache zittern!’
8396,*tres-,éi̯e-causative–iterative,Iranian,jav.,false,θrā̊ŋ́haiiete,versetzt in Schrecken,,,jav. θrā̊ŋ́haiiete ‘versetzt in Schrecken’
8397,*tres-,éi̯e-causative–iterative,Italic,lat.,false,terreō,(er)schrecken,4,"4: < *tersē- < *tr̥sē-, durch ital. Erstsilbensynkope (in offener Silbe zwischen r und Dental, vgl. lat. tertius < *tr̥tii̯o- < *tritii̯o-) < *trosē-. –","lat. terreō, -ēre ‘(er)schrecken’{4}; [umbr. tursitu ‘soll jagen’{5}"
8398,*tres-,éi̯e-causative–iterative,Italic,umbr.,false,tursitu,soll jagen,5,"5: Vorumbr. aus *tr̥sẹ̄- (mit erst ital. r sonans < *trosē-) unter Einfluß des im Götternamen Tursa fortgesetzten Nomen actionis *torsā- f. (< *tr̥s-eh₂- ‘Zittern’ oder ‘Abschreckung’, mit uridg. r sonans) umgebildet zu *torsẹ̄- (R. L.); es könnte auch eine Kausativneubildung mit R(z) vom Typ lat. ciēre vorliegen.","lat. terreō, -ēre ‘(er)schrecken’{4}; [umbr. tursitu ‘soll jagen’{5}"
8399,*tres-,R(e)-i̯e-present,Baltic,lit.,false,tresiù,"herumrennen, läufig sein",6,6: Vgl. FRAENKEL 1119-20.,"?[lit. tresiù, (trė̃sti) ‘herumrennen, läufig sein’{6}"
8400,*tres-,R(e)-i̯e-present,Baltic,lit.,false,trė̃sti,"herumrennen, läufig sein",,,"?[lit. tresiù, (trė̃sti) ‘herumrennen, läufig sein’{6}"
8401,*tres-,fientive,Baltic,lit.,false,trišė́ti,zittern,7,7: Mit sekundärer R(z) triš für †tirš nach der R(e) *tres; Präs. thematisch trišù.,lit. trišė́ti ‘zittern’{7}
8402,?*tresk̑-{1},acrodynamic root present,Germanic,got.,false,þriskan,dreschen,,,[got. (+) þriskan ‘dreschen’
8403,?*tresk̑-{1},acrodynamic root present,Baltic,lit.,false,trė́škiu,"quetschen, pressen",,,"?[lit. trė́škiu, (trė́kšti) ‘quetschen, pressen’"
8404,?*tresk̑-{1},acrodynamic root present,Baltic,lit.,false,trė́kšti,"quetschen, pressen",,,"?[lit. trė́škiu, (trė́kšti) ‘quetschen, pressen’"
8405,*treu̯d-,full-grade e-present,Italic,lat.,false,trūdō,"(weg)stoßen, drängen",,,"lat. trūdō, -ere ‘(weg)stoßen, drängen’"
8406,*treu̯d-,full-grade e-present,Celtic,kymr.,false,cy-thrudd-,"ärgern, stören, quälen",1,"1: Formal auch Kaus. möglich oder Denominativ zu cy-thrudd m. ‘Ärger, Störung’ < *tróu̯d-o-.","?kymr. cy-thrudd- ‘ärgern, stören, quälen’{1}"
8407,*treu̯d-,full-grade e-present,Germanic,got.,false,us-þriutan,schmählich behandeln,,,"got. (+) us-þriutan ‘schmählich behandeln’, ahd. -driozan ‘verdrießen’"
8408,*treu̯d-,full-grade e-present,Germanic,ahd.,false,-driozan,verdrießen,,,"got. (+) us-þriutan ‘schmählich behandeln’, ahd. -driozan ‘verdrießen’"
8409,*treu̯d-,full-grade e-present,Albanian,alb.,false,tredh,kastriert,2,2: ← *‘zerstößt’; vgl. DEMIRAJ 388; OREL 463.,?alb. tredh ‘kastriert’{2}
8410,*treu̯d-,sigmatic aorist,Italic,lat.,false,trūsī,"stieß, drängte",3,"3: Alter unsicher, da das Perfekt zu trūdere nicht anders lauten konnte, vgl. MEISER, Habil. §155 (negativ kondizioniert).","lat. trūsī ‘stieß, drängte’{3}"
8411,*treu̯d-,éi̯e-causative–iterative,Germanic,"""an.""","""false""","""þreyta""","""ermüden""","""""","""""","an. (+) þreyta ‘ermüden’, ahd. drōzen ‘abtrünnig machen’"
8412,*treu̯d-,éi̯e-causative–iterative,Germanic,"""ahd.""","""false""","""drōzen""","""abtrünnig machen""","""""","""""","an. (+) þreyta ‘ermüden’, ahd. drōzen ‘abtrünnig machen’"
8413,*treu̯d-,éi̯e-causative–iterative,Slavic,aksl.,false,truždǫ,"sich mühen, arbeiten",4,4: Eher Denom. zu trudъ m. ‘Arbeit’.,"?aksl. (+) truždǫ, truditi ‘sich mühen, arbeiten’{4}"
8414,?*treu̯g-{1},root aorist,Greek,gr.,false,ἔτρυγεν,wurde trocken,,,gr. ἔτρυγεν· ἐξηράνθη Hsch. ‘wurde trocken’
8415,?*treu̯g-{1},root aorist,Greek,gr.,false,ἐξηράνθη,wurde trocken,Hsch.,Hsch.,gr. ἔτρυγεν· ἐξηράνθη Hsch. ‘wurde trocken’
8416,?*treu̯g-{1},sk̑é-present,Greek,gr.,false,τρύσκει· ξηραίνει Hsch.,macht trocken,,,gr. τρύσκει· ξηραίνει Hsch. ‘macht trocken’
8417,?*treu̯g-{1},full-grade éi̯e-present,Greek,gr.,false,τρυγεῖ· ξηραίνει Hsch.,macht trocken,,,gr. τρυγεῖ· ξηραίνει Hsch. ‘macht trocken’
8418,*treu̯H-{1},full-grade e-present,Slavic,aksl.,false,trovǫ,verbrauchen,2,"2: Mit na- ‘ernähren’, mit o- ‘vergiften’, vgl. aruss. truti ‘verbrauchen’, in den modernen slav. Sprachen häufig ‘vergiften’, zur Semantik s. VAILLANT, RES 22 (1946) 39.","aksl. (+) -trovǫ, (-truti) ‘verbrauchen’{2}"
8419,*treu̯H-{1},full-grade e-present,Slavic,aksl.,false,-truti,verbrauchen,,,"aksl. (+) -trovǫ, (-truti) ‘verbrauchen’{2}"
8420,*treu̯H-{1},zero-grade i̯é-present,Greek,gr.,false,τρῡ́ω,"reibe auf, erschöpfe",3,"3: Nur spärlich belegt, häufig nur das Perfekt. Geläufiger τρῡ́χω mit dem gleichen Suffix wie in ψῡ́χω, vgl. FRISK II 938.","?gr. τρῡ́ω ‘reibe auf, erschöpfe’{3}"
8421,*treu̯H-{1},zero-grade i̯é-present,Slavic,ksl.,false,tryjǫ,reiben,4,"4: Erst spät belegt, nach KOCH, l.c. 130, innerslavischen Ursprungs verdächtig.","?ksl. tryjǫ, (tryti) ‘reiben’{4}"
8422,*treu̯H-{1},zero-grade i̯é-present,Slavic,tryti,,false,,,,"?ksl. tryjǫ, (tryti) ‘reiben’{4}"
8423,*treu̯H-{1},nasal-infix present,Baltic,lit.,false,truniù,"faulen, modern, verwesen",5,5: Wohl Essivbildung zu einem nicht mehr vorhandenen Nasalpräs. *trun°.,"[lit. truniù, trunė́ti ‘faulen, modern, verwesen’{5}"
8424,*treu̯H-{1},nasal-infix present,Baltic,lit.,false,trunė́ti,"faulen, modern, verwesen",5,5: Wohl Essivbildung zu einem nicht mehr vorhandenen Nasalpräs. *trun°.,"[lit. truniù, trunė́ti ‘faulen, modern, verwesen’{5}"
8425,*treu̯H-{1},sigmatic aorist,Slavic,aksl.,false,+,verbrauchte,,,aksl. (+) -tru ‘verbrauchte’
8426,*treu̯H-{1},i̯e-causative–iterative,Slavic,aksl.,false,"travljǫ, traviti",aufzehren,6,"6: Könnte auch bsl. Neubildung *trōu̯-ei̯e- zur antekonsonantischen R(e) *trēu̯- < *treu̯H- sein. Falls alt, muß sekundäre *ei̯e-Flexion angenommen werden.","[aksl. (+) travljǫ, traviti ‘aufzehren’{6}"
8427,*treu̯H-{1},s-aorist,Greek,gr.,false,τρῦσαι,"aufreiben, erschöpfen",3,"3: Nur spärlich belegt, häufig nur das Perfekt. Geläufiger τρῡ́χω mit dem gleichen Suffix wie in ψῡ́χω, vgl. FRISK II 938.","gr. τρῦσαι ‘aufreiben, erschöpfen’{3}"
8428,*treu̯H-{1},perfect,Greek,gr.,false,τέτρῡμαι,bin erschöpft,,,gr. τέτρῡμαι ‘bin erschöpft’
8429,?*treu̯p-{1},zero-grade é-present,Baltic,lit.,false,trupù,"bröckeln, krümeln (intr.)",,,"lit. trupù, (trupė́ti) ‘bröckeln, krümeln (intr.)’"
8430,?*treu̯p-{1},zero-grade é-present,Baltic,lit.,false,trupė́ti,"bröckeln, krümeln (intr.)",,,"lit. trupù, (trupė́ti) ‘bröckeln, krümeln (intr.)’"
8431,?*treu̯p-{1},éi̯e-causative–iterative,Slavic,russ.,false,trupljú,zerbröckeln,,,"russ. trupljú, trupít' ‘zerbröckeln’"
8432,?*treu̯p-{1},éi̯e-causative–iterative,Slavic,russ.,false,trupít,zerbröckeln,,,"russ. trupljú, trupít' ‘zerbröckeln’"
8433,?*treu̯p-{1},nasal present,Baltic,lit.,false,trumpù,"bröckeln, krümeln (intr.)",,,"lit. trumpù, (trùpti) ‘bröckeln, krümeln (intr.)’"
8434,?*treu̯p-{1},nasal present,Baltic,lit.,false,trùpti,"bröckeln, krümeln (intr.)",,,"lit. trumpù, (trùpti) ‘bröckeln, krümeln (intr.)’"
8435,?*tu̯ei̯-{1},full-grade e-present,Iranian,aav.,false,"θβōi.ahi2 Y. 34,11",erschreckst,,,"aav. θβōi.ahi2 Y. 34,11 ‘erschreckst’, jav. Ptz. θβaiiaṇt- ‘erschreckend’{3}"
8436,?*tu̯ei̯-{1},full-grade e-present,Iranian,jv.,false,θβaiiaṇt-,erschreckend,3,"3: Im Superl. θβaiiąstəma- V. 2,23; unsicher upāθβaiieiti Vyt. 27.","aav. θβōi.ahi2 Y. 34,11 ‘erschreckst’, jav. Ptz. θβaiiaṇt- ‘erschreckend’{3}"
8437,*tu̯ei̯s-{1},root aorist,Indic,ved.,false,átviṣur,sind entbrannt,,,"ved. átviṣur RV 10,56,4 ‘sind entbrannt’,## [atviṣanta RV 8,94,7 ‘sind entbrannt’{2}"
8438,*tu̯ei̯s-{1},root aorist,Indic,ved.,false,atviṣanta,sind entbrannt,2,"2: Zur Problematik der Formen s. KÜMMEL, Perfekt 224-5 mit Lit.","ved. átviṣur RV 10,56,4 ‘sind entbrannt’,## [atviṣanta RV 8,94,7 ‘sind entbrannt’{2}"
8439,*tu̯ei̯s-{1},root aorist,Greek,gr.,false,Ptz.,schüttelnd,3,"3: So AHRENS bei BECHTEL, Die griechischen Dialekte, Band 3, Berlin 1924, 202 für σίοντα Mss., das aber auch für Ptz. Präs. σείοντα stehen könnte.",?[gr. Ptz. +sih₂nta Anacr. 49 B. ‘schüttelnd’{3}
8440,*tu̯ei̯s-{1},full-grade e-present,Greek,gr.,false,σείω,"schüttle, erschüttere",,,"gr. σείω ‘schüttle, erschüttere’"
8441,*tu̯ei̯s-{1},s-aorist,Greek,gr.,false,σεῖσαι,"schütteln, erschüttern",,,"gr. σεῖσαι ‘schütteln, erschüttern’"
8442,*tu̯ei̯s-{1},perfect,Indic,ved.,false,titviṣā,"ist entbrannt, erregt",4,"4: Einmal auch faktitiv ‘hat entflammt’; vgl. KÜMMEL, Perfekt 224-5.","ved. titviṣā ‘ist entbrannt, erregt’{4}"
8443,*tu̯ek-{1},zero-grade root stative,Anatolian,heth.,false,dukkāri,"ist sichtbar, wird gesehen; ist wichtig",2,"2: Vgl. SCHINDLER, l.c. 37. Problematisch ist dagegen sowohl lautlich (kk) als auch semantisch (Grundbedeutung ‘sichtbar sein’) die Verbindung mit *dʰeu̯gʰ- ‘treffen’.","heth. dukkāri ‘ist sichtbar, wird gesehen; ist wichtig’{2}"
8444,*tu̯em-{0},fientive,Italic,lat.,false,tumēscō,anschwellen,,,"[lat. tumēscō, -ere ‘anschwellen’"
8445,*tu̯em-{0},essive,Italic,lat.,false,tumeō,geschwollen sein,,,"[lat. tumeō, -ēre ‘geschwollen sein’"
8446,*tu̯em-{0},essive,Celtic,mkymr.,false,tyf(it),"nimmt zu, wächst",1,1: < *tumiti < *tumēti.,"[mkymr. 3s tyf(it) ‘nimmt zu, wächst’{1}"
8447,*tu̯em-{0},essive,Baltic,lit.,false,tùma,"dick werden, gerinnen",2,2: Thematisches Präs. sekundär für *tùmi?,"[lit. tùma, (tumė́ti) ‘dick werden, gerinnen’{2}"
8448,*tu̯em-{0},essive,Baltic,lit.,false,tumė́ti,,,,"[lit. tùma, (tumė́ti) ‘dick werden, gerinnen’{2}"
8449,*tu̯enk-{1},full-grade e-present,Germanic,as.,false,thwingan,bedrängen,2,"2: Mit durchgeführter VERNER-Variante *g wie (außergot.) bei *trenk-, s.d.","as. (+) thwingan ‘bedrängen’, ahd. dwingan ‘zwingen’{2}"
8450,*tu̯enk-{1},full-grade e-present,Germanic,ahd.,false,dwingan,zwingen,,,"as. (+) thwingan ‘bedrängen’, ahd. dwingan ‘zwingen’{2}"
8451,*tu̯enk-{1},full-grade e-present,Baltic,lit.,false,tvenkiù,"dämmen, stauen",3,"3: Dazu neugebildet Fientivbildung tvinkstù, (tviñkti) ‘anschwellen’ ← *‘gestaut werden’.","[lit. tvenkiù, (tveñkti) ‘dämmen, stauen’{3}"
8452,*tu̯enk-{1},full-grade e-present,Baltic,lit.,false,tveñkti,"dämmen, stauen",,,"[lit. tvenkiù, (tveñkti) ‘dämmen, stauen’{3}"
8453,*tu̯enk-{1},zero-grade i̯é-present,Greek,gr.,false,σάττω,"stopfe voll, belade",4,"4: Hierher nach ISEBAERT/SELDESLACHTS, IF 107 (1994) 172-4 (die aber von *g̑ʰ ausgehen).","gr. σάττω ‘stopfe voll, belade’{4}"
8454,*tu̯enk-{1},zero-grade i̯é-present,Germanic,ahd.,false,-dūhen,"drücken, drängen",5,"5: < *þunh-ija- < *tu̯ń̥k-i̯e- mit verschobenem Akzent, falls hierher.","?ahd. (+) -dūhen ‘drücken, drängen’{5}"
8455,*tu̯enk-{1},éi̯e-causative–iterative,Germanic,ahd.,false,dwengen,bedrängen,,,ahd. dwengen ‘bedrängen’
8456,*tu̯enk-{1},s-aorist,Greek,gr.,false,σάξαι,"vollstopfen, beladen",,,"gr. σάξαι ‘vollstopfen, beladen’"
8457,*tu̯enk-{1},perfect,Germanic,ahd.,false,dwang,zwang,,,ahd. (+) dwang ‘zwang’
8458,*tu̯enk-{1},perfect,Tocharian,toch.B,false,tatwāṅkau,gezwängt,6,"6: Vgl. ISEBAERT/SELDESLACHTS, l.c. 172-5.","[toch.B tatwāṅkau, A tātwäṅku ‘gezwängt’{6}"
8459,*tu̯enk-{1},perfect,Tocharian,A,false,tātwäṅku,gezwängt,,,"[toch.B tatwāṅkau, A tātwäṅku ‘gezwängt’{6}"
8460,*tu̯er-{1},néu̯-present,Greek,gr.,false,ὀ-τρῡ́νω,"treibe an, fordere auf",2,"2: *trunu̯e- mit Präverb ὀ-, thematisiert aus *tru-nu̯-; mit Metathese der R(z) *tu̯r̥- > *tru-, vgl. FRISK II 441.","[gr. ὀ-τρῡ́νω ‘treibe an, fordere auf’{2}"
